,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Temperature,Dew Point,Humidity,Wind Speed,Wind,Pressure,IntCondition,Year,Month,Day,date,Date,Event
1919,5,3,4,23,4,0,1,4,83.18181818,68.27272727,62.5,7.227272727,230.3181818,29.71181818,3.636363636,2019,4,5,4/5/2019,2019-04-05,0
1920,3,5,3,13,13,0,16,9,86.09090909,68.86363636,61.27272727,5.545454545,164.7727273,29.71318182,4.409090909,2019,4,6,4/6/2019,2019-04-06,0
1921,6,4,4,19,3,0,0,7,86.125,68.20833333,58.33333333,9.541666667,242.9166667,29.65875,2.125,2019,4,7,4/7/2019,2019-04-07,0
1922,5,4,3,10,8,0,4,3,85.16666667,67.875,58.79166667,10.29166667,241.125,29.64125,3.0,2019,4,8,4/8/2019,2019-04-08,0
1923,2,2,1,12,7,0,3,5,82.86956522,69.91304348,66.60869565,9.0,239.0,29.68608696,3.913043478,2019,4,9,4/9/2019,2019-04-09,0
1924,2,3,2,34,16,3,9,8,84.66666667,68.375,59.45833333,8.0,236.4583333,29.7325,3.583333333,2019,4,10,4/10/2019,2019-04-10,0
1925,7,5,2,16,15,0,7,8,84.82608696,70.43478261,64.04347826,8.173913043,235.0,29.73304348,4.043478261,2019,4,11,4/11/2019,2019-04-11,0
1926,4,5,4,14,15,0,6,5,84.34782609,66.43478261,56.26086957,7.826086957,236.9130435,29.72391304,1.869565217,2019,4,12,4/12/2019,2019-04-12,0
1927,4,4,1,14,4,0,6,4,84.5,66.29166667,57.5,6.375,167.0,29.74625,3.5,2019,4,13,4/13/2019,2019-04-13,0
1928,4,3,1,22,3,0,7,5,86.65217391,57.30434783,41.2173913,7.608695652,207.5217391,29.75782609,4.391304348,2019,4,14,4/14/2019,2019-04-14,0
1929,4,5,5,9,17,2,3,5,80.13043478,54.82608696,42.08695652,19.60869565,264.3043478,29.77608696,9.652173913,2019,4,15,4/15/2019,2019-04-15,0
1930,2,2,1,26,12,2,1,3,79.95238095,61.28571429,52.9047619,13.52380952,250.9047619,29.69428571,3.428571429,2019,4,16,4/16/2019,2019-04-16,0
1931,7,4,1,14,11,1,24,5,82.41666667,59.79166667,49.45833333,10.66666667,247.6666667,29.74,3.75,2019,4,17,4/17/2019,2019-04-17,0
1932,0,0,0,0,0,0,0,0,82.79166667,55.79166667,42.45833333,7.166666667,156.7916667,29.83041667,1.916666667,2019,4,18,4/18/2019,2019-04-18,0
1933,3,3,1,24,17,0,6,2,83.08695652,59.43478261,50.39130435,7.434782609,171.3913043,29.78913043,3.173913043,2019,4,19,4/19/2019,2019-04-19,0
1934,9,3,1,22,12,3,0,6,82.25,67.91666667,63.33333333,9.416666667,261.7916667,29.6825,1.625,2019,4,20,4/20/2019,2019-04-20,0
1935,3,4,2,17,11,0,2,11,82.22727273,70.0,67.63636364,10.59090909,259.9090909,29.66136364,3.454545455,2019,4,21,4/21/2019,2019-04-21,0
1936,8,1,4,41,12,0,31,9,82.63636364,70.59090909,67.68181818,10.63636364,249.7727273,29.68727273,3.318181818,2019,4,22,4/22/2019,2019-04-22,0
1937,9,0,6,18,6,1,4,2,83.875,70.16666667,65.29166667,11.54166667,260.75,29.72375,2.833333333,2019,4,23,4/23/2019,2019-04-23,0
1938,2,5,1,28,10,3,12,2,82.33333333,71.47619048,70.19047619,12.0,249.9047619,29.73142857,3.571428571,2019,4,24,4/24/2019,2019-04-24,0
1939,13,3,2,15,17,1,7,5,84.08333333,72.20833333,68.33333333,9.375,235.5416667,29.73625,3.166666667,2019,4,25,4/25/2019,2019-04-25,0
1940,6,1,3,33,6,0,1,11,86.26086957,63.73913043,50.56521739,8.347826087,262.3043478,29.72391304,2.0,2019,4,26,4/26/2019,2019-04-26,0
1941,17,1,3,25,13,1,7,7,87.2173913,61.65217391,45.04347826,8.391304348,240.826087,29.71347826,2.217391304,2019,4,27,4/27/2019,2019-04-27,0
1942,0,0,0,0,0,0,0,0,85.95652174,65.47826087,51.08695652,9.869565217,254.5652174,29.66130435,1.608695652,2019,4,28,4/28/2019,2019-04-28,0
1943,5,6,2,28,5,0,0,3,87.625,60.91666667,42.16666667,10.66666667,258.0,29.60875,6.25,2019,4,29,4/29/2019,2019-04-29,0
1944,1,1,8,22,13,2,18,7,91.43478261,48.47826087,29.82608696,11.82608696,273.0,29.54521739,9.52173913,2019,4,30,4/30/2019,2019-04-30,0
1945,2,4,1,8,1,0,1,3,90.54166667,47.70833333,29.70833333,9.416666667,242.9583333,29.555,5.25,2019,5,1,5/1/2019,2019-05-01,1
1946,1,5,5,20,15,1,3,9,87.13043478,62.95652174,46.95652174,7.608695652,243.7826087,29.58173913,2.826086957,2019,5,2,5/2/2019,2019-05-02,0
1947,3,2,3,24,11,3,16,8,89.54166667,58.45833333,43.45833333,7.0,208.2916667,29.615,2.916666667,2019,5,3,5/3/2019,2019-05-03,0
1948,5,4,3,22,4,1,16,8,86.59090909,67.13636364,56.68181818,5.772727273,163.8181818,29.68727273,4.363636364,2019,5,4,5/4/2019,2019-05-04,0
1949,7,2,4,29,2,0,0,4,85.2173913,70.0,63.43478261,7.956521739,200.6956522,29.73695652,3.782608696,2019,5,5,5/5/2019,2019-05-05,0
1950,4,0,2,23,11,2,9,3,85.29166667,70.04166667,63.45833333,10.5,236.5416667,29.69625,4.916666667,2019,5,6,5/6/2019,2019-05-06,0
1951,2,5,1,33,19,0,6,5,85.20833333,71.04166667,64.29166667,11.75,244.9166667,29.65,3.083333333,2019,5,7,5/7/2019,2019-05-07,0
1952,9,4,3,13,15,2,20,0,84.52173913,71.2173913,65.26086957,14.2173913,253.5652174,29.67565217,3.913043478,2019,5,8,5/8/2019,2019-05-08,0
1953,5,2,2,11,5,1,26,3,84.28571429,69.38095238,62.0,13.23809524,247.7142857,29.64571429,3.619047619,2019,5,9,5/9/2019,2019-05-09,0
1954,5,1,5,12,12,2,26,2,84.73913043,72.39130435,66.30434783,14.7826087,252.6521739,29.62478261,4.52173913,2019,5,10,5/10/2019,2019-05-10,0
1955,5,5,5,17,9,0,12,5,85.20833333,73.29166667,68.16666667,11.16666667,254.1666667,29.6675,5.708333333,2019,5,11,5/11/2019,2019-05-11,0
1956,4,1,3,39,2,1,19,5,85.0,72.79166667,68.16666667,10.54166667,243.875,29.66,3.291666667,2019,5,12,5/12/2019,2019-05-12,0
1957,5,3,2,26,11,0,11,3,86.5,70.90909091,62.13636364,11.77272727,244.6818182,29.61909091,3.045454545,2019,5,13,5/13/2019,2019-05-13,0
1958,6,4,3,22,5,0,6,3,85.40909091,72.22727273,66.09090909,10.68181818,247.8181818,29.59727273,4.318181818,2019,5,14,5/14/2019,2019-05-14,0
1959,3,1,4,28,7,0,5,3,85.95652174,70.82608696,62.39130435,10.26086957,231.0,29.64043478,3.869565217,2019,5,15,5/15/2019,2019-05-15,0
1960,5,1,2,12,9,1,16,5,85.82608696,71.08695652,62.17391304,8.043478261,197.7391304,29.69130435,5.347826087,2019,5,16,5/16/2019,2019-05-16,0
1961,2,1,2,28,18,2,4,2,86.25,64.91666667,50.04166667,11.16666667,247.6666667,29.715,3.875,2019,5,17,5/17/2019,2019-05-17,0
1962,10,0,5,14,9,2,5,3,86.86956522,68.52173913,55.65217391,13.86956522,256.4782609,29.70695652,5.695652174,2019,5,18,5/18/2019,2019-05-18,0
1963,6,5,4,26,9,0,9,4,87.29166667,71.95833333,61.66666667,14.125,255.0833333,29.6975,4.416666667,2019,5,19,5/19/2019,2019-05-19,0
1964,3,4,3,20,10,4,13,5,87.17391304,71.34782609,59.73913043,13.39130435,260.3478261,29.70434783,1.652173913,2019,5,20,5/20/2019,2019-05-20,0
1965,5,4,5,17,12,0,1,7,88.17391304,70.73913043,59.04347826,12.43478261,253.6086957,29.68478261,3.173913043,2019,5,21,5/21/2019,2019-05-21,0
1966,8,1,3,28,8,0,9,5,87.75,72.79166667,62.79166667,13.08333333,248.7083333,29.64625,1.458333333,2019,5,22,5/22/2019,2019-05-22,0
1967,2,3,2,24,3,0,10,6,87.04545455,73.13636364,63.90909091,13.09090909,239.5909091,29.60545455,2.863636364,2019,5,23,5/23/2019,2019-05-23,0
1968,5,2,3,32,8,1,5,3,86.95652174,72.13043478,62.60869565,8.782608696,239.9565217,29.66130435,4.52173913,2019,5,24,5/24/2019,2019-05-24,0
1969,11,2,4,25,4,0,16,2,88.65217391,73.95652174,63.65217391,10.30434783,249.6086957,29.6273913,3.913043478,2019,5,25,5/25/2019,2019-05-25,0
1970,6,4,2,30,3,0,11,6,88.20833333,73.83333333,63.79166667,10.29166667,239.2083333,29.57125,5.75,2019,5,26,5/26/2019,2019-05-26,0
1971,4,0,1,19,8,0,0,2,88.625,74.79166667,65.625,10.08333333,239.2916667,29.56875,2.458333333,2019,5,27,5/27/2019,2019-05-27,0
1972,0,4,2,8,1,1,5,0,88.75,72.25,58.5,10.625,250.625,29.57375,1.0,2019,5,28,5/28/2019,2019-05-28,0
1973,5,1,3,14,10,1,0,3,88.60869565,74.0,63.30434783,11.82608696,257.4347826,29.55695652,1.304347826,2019,5,29,5/29/2019,2019-05-29,0
1974,4,0,3,17,3,0,6,4,90.0,76.5,65.33333333,11.38888889,247.7222222,29.50666667,2.166666667,2019,5,30,5/30/2019,2019-05-30,0
1975,5,2,1,19,2,0,2,5,88.95652174,77.60869565,70.39130435,9.217391304,248.5652174,29.50086957,4.304347826,2019,5,31,5/31/2019,2019-05-31,0
1976,3,1,6,21,1,0,8,4,90.2173913,76.43478261,65.95652174,8.869565217,239.9130435,29.54391304,2.391304348,2019,6,1,6/1/2019,2019-06-01,0
1977,4,2,3,28,4,1,6,4,89.7826087,75.7826087,64.95652174,10.69565217,256.4347826,29.56086957,2.260869565,2019,6,2,6/2/2019,2019-06-02,0
1978,0,2,4,13,4,0,5,9,88.69565217,76.65217391,68.69565217,12.82608696,247.7826087,29.54391304,2.130434783,2019,6,3,6/3/2019,2019-06-03,0
1979,6,2,5,25,9,1,7,4,88.52380952,77.0952381,69.57142857,12.71428571,247.7142857,29.54142857,3.19047619,2019,6,4,6/4/2019,2019-06-04,0
1980,5,0,2,24,7,0,0,2,90.2,77.0,66.05,11.95,253.3,29.549,2.4,2019,6,5,6/5/2019,2019-06-05,1
1981,7,1,6,27,7,2,11,4,91.16666667,74.375,61.08333333,11.08333333,256.0833333,29.5575,2.5,2019,6,6,6/6/2019,2019-06-06,1
1982,4,2,2,22,3,0,15,0,90.26086957,75.73913043,64.2173913,8.391304348,238.9565217,29.5726087,1.0,2019,6,7,6/7/2019,2019-06-07,1
1983,2,3,1,19,10,0,0,1,92.66666667,74.93333333,58.06666667,10.13333333,250.6,29.528,1.4,2019,6,8,6/8/2019,2019-06-08,0
1984,9,1,8,16,7,4,0,5,89.375,76.75,67.29166667,10.5,242.9583333,29.49375,1.625,2019,6,9,6/9/2019,2019-06-09,0
1985,3,1,2,13,5,0,5,12,89.26086957,76.56521739,66.82608696,10.65217391,238.8695652,29.43434783,3.913043478,2019,6,10,6/10/2019,2019-06-10,0
1986,11,3,10,25,9,0,7,6,89.0,77.91666667,69.83333333,10.08333333,240.1666667,29.39375,5.208333333,2019,6,11,6/11/2019,2019-06-11,0
1987,7,3,1,16,10,0,1,7,91.77272727,78.54545455,66.59090909,6.0,187.3636364,25.36272727,8.318181818,2019,6,12,6/12/2019,2019-06-12,0
1988,0,2,0,19,2,0,2,7,94.60869565,73.56521739,54.04347826,7.304347826,124.3913043,29.39695652,7.434782609,2019,6,13,6/13/2019,2019-06-13,0
1989,3,3,3,15,2,1,0,6,95.56521739,66.69565217,39.34782609,13.65217391,81.39130435,29.40956522,7.130434783,2019,6,14,6/14/2019,2019-06-14,0
1990,7,3,5,15,13,0,7,8,92.83333333,70.5,48.70833333,9.833333333,119.2083333,23.30833333,5.708333333,2019,6,15,6/15/2019,2019-06-15,0
1991,4,4,3,18,2,0,0,9,89.0,72.875,59.16666667,7.0,137.125,29.475,4.25,2019,6,16,6/16/2019,2019-06-16,0
1992,6,5,3,18,6,0,2,2,90.18181818,74.40909091,60.86363636,7.954545455,165.8636364,29.44181818,3.590909091,2019,6,17,6/17/2019,2019-06-17,0
1993,4,4,3,22,8,0,1,7,90.86363636,76.45454545,63.63636364,12.40909091,251.6818182,29.38727273,5.045454545,2019,6,18,6/18/2019,2019-06-18,0
1994,1,2,3,15,5,1,2,6,89.60869565,77.0,67.0,8.652173913,190.9565217,29.42130435,8.52173913,2019,6,19,6/19/2019,2019-06-19,0
1995,5,4,3,14,9,3,0,4,89.91304348,75.08695652,62.52173913,10.17391304,235.0,29.49043478,7.086956522,2019,6,20,6/20/2019,2019-06-20,0
1996,3,2,3,24,8,3,4,6,89.25,73.83333333,61.29166667,12.75,227.0,28.28041667,6.041666667,2019,6,21,6/21/2019,2019-06-21,0
1997,2,3,0,25,11,2,12,4,90.69565217,75.95652174,62.91304348,10.0,231.0,29.50608696,6.52173913,2019,6,22,6/22/2019,2019-06-22,0
1998,9,4,5,18,1,0,10,1,90.70833333,75.0,60.95833333,11.70833333,246.7916667,29.4825,2.75,2019,6,23,6/23/2019,2019-06-23,0
1999,10,4,3,19,9,3,3,7,90.70833333,74.625,60.04166667,9.458333333,236.375,29.515,4.75,2019,6,24,6/24/2019,2019-06-24,0
2000,2,2,5,12,10,1,0,3,91.04166667,75.95833333,62.25,10.41666667,243.9166667,29.5575,5.458333333,2019,6,25,6/25/2019,2019-06-25,0
2001,2,3,1,12,5,1,0,5,90.75,75.75,62.41666667,12.875,244.8333333,29.5275,4.0,2019,6,26,6/26/2019,2019-06-26,0
2002,7,5,4,15,5,1,7,2,90.56521739,73.95652174,58.82608696,16.2173913,243.7826087,26.88521739,6.260869565,2019,6,27,6/27/2019,2019-06-27,0
2003,4,1,2,15,5,0,2,3,89.875,74.0,60.625,16.5,244.9583333,29.41541667,7.041666667,2019,6,28,6/28/2019,2019-06-28,0
2004,1,5,4,16,2,0,5,2,89.91304348,74.26086957,60.86956522,15.0,246.7391304,28.12130435,5.391304348,2019,6,29,6/29/2019,2019-06-29,0
2005,5,5,0,40,5,0,11,5,90.20833333,74.25,60.0,13.75,249.5416667,29.40125,9.083333333,2019,6,30,6/30/2019,2019-06-30,0
2006,5,2,1,14,7,0,8,4,89.26086957,76.04347826,65.56521739,12.0,228.0869565,29.40304348,6.608695652,2019,7,1,7/1/2019,2019-07-01,0
2007,5,2,4,14,9,0,1,4,89.875,74.04166667,60.33333333,7.833333333,237.4166667,29.44,2.291666667,2019,7,2,7/2/2019,2019-07-02,0
2008,4,3,3,27,7,0,1,4,90.17391304,73.91304348,59.91304348,11.39130435,243.6956522,28.18130435,5.043478261,2019,7,3,7/3/2019,2019-07-03,0
2009,5,1,0,13,7,1,3,6,88.08333333,75.75,67.41666667,12.83333333,255.1666667,29.40875,7.5,2019,7,4,7/4/2019,2019-07-04,0
2010,4,2,4,20,8,0,0,1,88.39130435,77.52173913,70.47826087,15.65217391,247.6956522,29.33652174,10.26086957,2019,7,5,7/5/2019,2019-07-05,0
2011,4,1,3,16,2,0,1,3,89.08695652,76.04347826,65.82608696,12.69565217,236.0869565,29.30695652,6.434782609,2019,7,6,7/6/2019,2019-07-06,0
2012,6,4,3,24,2,0,3,4,89.13043478,76.13043478,66.0,13.2173913,235.9565217,29.35086957,6.304347826,2019,7,7,7/7/2019,2019-07-07,0
2013,6,4,2,21,9,1,4,4,89.95833333,75.29166667,62.95833333,13.70833333,243.875,29.38541667,5.75,2019,7,8,7/8/2019,2019-07-08,0
2014,2,2,8,15,12,4,3,2,89.5,74.91666667,63.0,15.79166667,241.1666667,29.33958333,7.5,2019,7,9,7/9/2019,2019-07-09,0
2015,10,5,5,20,10,0,1,4,89.54166667,74.45833333,61.79166667,15.95833333,245.8333333,29.35916667,8.916666667,2019,7,10,7/10/2019,2019-07-10,0
2016,3,4,4,19,7,0,0,3,89.16666667,74.54166667,62.66666667,16.20833333,237.375,29.39375,6.875,2019,7,11,7/11/2019,2019-07-11,0
2017,11,4,4,34,7,0,2,2,89.5,73.83333333,60.75,16.04166667,230.8333333,28.21166667,6.833333333,2019,7,12,7/12/2019,2019-07-12,0
2018,5,3,1,18,5,3,0,5,88.75,72.79166667,59.83333333,17.16666667,244.9166667,29.48625,8.416666667,2019,7,13,7/13/2019,2019-07-13,0
2019,6,5,4,23,3,0,5,1,88.95652174,72.47826087,58.56521739,21.13043478,244.826087,29.45521739,9.913043478,2019,7,14,7/14/2019,2019-07-14,0
2020,7,1,4,24,6,1,0,7,87.95833333,72.79166667,61.375,21.95833333,246.75,29.39125,17.125,2019,7,15,7/15/2019,2019-07-15,0
2021,7,3,3,14,7,0,2,4,88.375,73.33333333,61.75,19.25,231.6666667,29.43625,7.416666667,2019,7,16,7/16/2019,2019-07-16,0
2022,4,0,2,26,7,1,0,2,88.47826087,73.2173913,60.86956522,13.69565217,241.8695652,29.48913043,5.695652174,2019,7,17,7/17/2019,2019-07-17,0
2023,11,3,1,22,11,0,3,3,87.26086957,73.39130435,63.95652174,13.17391304,234.0,29.4773913,5.347826087,2019,7,18,7/18/2019,2019-07-18,0
2024,7,5,4,28,15,0,3,7,87.875,72.41666667,60.29166667,11.125,238.2916667,29.4725,6.833333333,2019,7,19,7/19/2019,2019-07-19,0
2025,4,3,1,17,4,0,6,2,89.91304348,72.39130435,57.04347826,8.434782609,249.6521739,29.50478261,4.434782609,2019,7,20,7/20/2019,2019-07-20,0
2026,6,0,1,16,5,0,1,3,90.625,73.45833333,58.625,10.91666667,257.0833333,29.46,1.375,2019,7,21,7/21/2019,2019-07-21,0
2027,0,2,2,13,10,0,0,5,89.69565217,75.13043478,63.43478261,10.17391304,262.3478261,29.42391304,7.217391304,2019,7,22,7/22/2019,2019-07-22,0
2028,1,0,5,6,11,0,7,2,89.38095238,76.66666667,67.28571429,10.71428571,256.1904762,29.42428571,5.761904762,2019,7,23,7/23/2019,2019-07-23,0
2029,8,3,2,31,19,0,2,1,90.0,74.08695652,60.7826087,14.65217391,246.6956522,29.4473913,4.695652174,2019,7,24,7/24/2019,2019-07-24,0
2030,6,6,5,20,9,1,11,2,87.91666667,75.125,66.70833333,19.5,256.1666667,29.44625,13.95833333,2019,7,25,7/25/2019,2019-07-25,0
2031,12,3,0,17,12,0,8,3,87.16666667,74.66666667,67.08333333,19.25,261.7083333,29.42125,12.33333333,2019,7,26,7/26/2019,2019-07-26,0
2032,3,0,1,22,6,3,2,3,85.33333333,75.58333333,72.75,17.875,258.9583333,29.425,10.58333333,2019,7,27,7/27/2019,2019-07-27,0
2033,4,1,4,13,3,1,0,1,85.58333333,74.75,70.79166667,17.33333333,264.5,29.4725,6.458333333,2019,7,28,7/28/2019,2019-07-28,0
2034,9,4,2,25,12,0,1,2,81.25,76.41666667,85.875,14.08333333,272.0416667,29.48375,16.29166667,2019,7,29,7/29/2019,2019-07-29,0
2035,9,6,5,19,9,4,33,5,81.33333333,77.33333333,87.95833333,13.25,278.5833333,29.43375,12.875,2019,7,30,7/30/2019,2019-07-30,0
2036,0,2,2,21,4,0,4,2,83.83333333,74.75,75.5,15.5,266.3333333,29.4675,7.25,2019,7,31,7/31/2019,2019-07-31,0
2037,8,1,2,37,6,0,1,2,84.66666667,76.25,76.54166667,12.58333333,257.875,29.4425,6.833333333,2019,8,1,8/1/2019,2019-08-01,0
2038,5,1,3,18,7,2,6,1,85.0,76.25,75.29166667,11.125,250.375,29.405,6.166666667,2019,8,2,8/2/2019,2019-08-02,0
2039,4,3,1,10,6,5,1,2,85.63636364,75.27272727,71.95454545,11.95454545,253.8181818,29.40772727,4.954545455,2019,8,3,8/3/2019,2019-08-03,0
2040,6,2,5,24,10,0,2,4,85.91666667,75.125,66.66666667,12.54166667,257.0416667,29.42,5.625,2019,8,4,8/4/2019,2019-08-04,0
2041,3,1,3,4,6,1,5,0,85.45454545,74.90909091,71.54545455,17.40909091,255.8181818,29.37090909,6.090909091,2019,8,5,8/5/2019,2019-08-05,0
2042,10,4,1,16,4,0,5,6,85.90909091,73.77272727,67.68181818,12.22727273,252.9090909,22.67045455,6.227272727,2019,8,6,8/6/2019,2019-08-06,0
2043,6,1,0,9,7,0,21,3,84.90909091,74.90909091,72.27272727,10.95454545,252.9090909,29.32227273,5.954545455,2019,8,7,8/7/2019,2019-08-07,0
2044,7,0,3,15,10,0,31,3,86.70833333,75.5,69.5,9.333333333,251.4583333,29.32458333,7.666666667,2019,8,8,8/8/2019,2019-08-08,0
2045,3,2,0,8,13,5,1,5,85.5,77.58333333,76.91666667,8.416666667,247.7083333,29.35916667,9.583333333,2019,8,9,8/9/2019,2019-08-09,0
2046,3,0,6,15,11,0,0,0,80.45833333,74.66666667,78.75,4.75,175.375,29.34541667,13.0,2019,8,10,8/10/2019,2019-08-10,0
2047,7,5,4,16,5,2,2,3,80.625,77.33333333,90.04166667,5.375,146.375,29.28458333,12.91666667,2019,8,11,8/11/2019,2019-08-11,0
2048,7,4,1,36,11,1,5,4,81.875,76.16666667,83.66666667,3.583333333,38.5,29.42916667,9.833333333,2019,8,12,8/12/2019,2019-08-12,1
2049,8,2,2,15,3,0,2,1,82.86956522,76.04347826,80.69565217,1.869565217,92.04347826,29.49695652,5.304347826,2019,8,13,8/13/2019,2019-08-13,1
2050,4,0,3,20,6,0,0,3,84.56521739,76.30434783,77.30434783,2.304347826,82.26086957,29.50217391,6.608695652,2019,8,14,8/14/2019,2019-08-14,1
2051,8,1,2,12,9,0,11,2,84.17391304,77.26086957,79.39130435,7.47826087,236.0,29.53347826,9.086956522,2019,8,15,8/15/2019,2019-08-15,1
2052,3,2,2,13,15,0,10,7,80.08333333,72.45833333,73.95833333,7.458333333,245.875,29.49125,6.458333333,2019,8,16,8/16/2019,2019-08-16,0
2053,7,4,2,18,5,1,0,3,84.33333333,75.08333333,74.20833333,8.958333333,242.0833333,29.485,5.333333333,2019,8,17,8/17/2019,2019-08-17,0
2054,4,2,1,11,4,0,7,4,85.375,74.33333333,70.125,9.5,236.4166667,29.5675,4.625,2019,8,18,8/18/2019,2019-08-18,0
2055,3,2,3,9,11,2,0,2,85.65217391,74.17391304,69.39130435,9.52173913,249.7391304,29.62478261,4.913043478,2019,8,19,8/19/2019,2019-08-19,0
2056,2,1,2,13,8,0,2,3,85.58333333,73.625,68.16666667,9.416666667,244.9166667,29.64875,4.541666667,2019,8,20,8/20/2019,2019-08-20,0
2057,4,3,0,19,10,0,5,3,84.41666667,74.08333333,71.5,12.0,247.75,28.37791667,5.583333333,2019,8,21,8/21/2019,2019-08-21,0
2058,5,4,2,20,8,2,10,3,84.58333333,74.125,71.79166667,11.125,250.4583333,29.58125,6.916666667,2019,8,22,8/22/2019,2019-08-22,0
2059,6,4,3,12,10,2,4,2,84.82608696,73.91304348,71.26086957,9.608695652,249.6956522,29.60652174,5.173913043,2019,8,23,8/23/2019,2019-08-23,0
2060,14,6,3,25,9,0,0,5,84.45833333,73.375,69.95833333,11.95833333,243.8333333,29.59125,4.166666667,2019,8,24,8/24/2019,2019-08-24,0
2061,3,2,2,17,4,0,3,0,84.83333333,73.45833333,69.125,10.54166667,247.6666667,29.565,4.791666667,2019,8,25,8/25/2019,2019-08-25,0
2062,2,2,3,18,11,0,3,3,85.0,73.91666667,70.625,10.20833333,249.625,29.56125,5.458333333,2019,8,26,8/26/2019,2019-08-26,0
2063,2,2,2,19,2,0,0,4,85.63636364,75.18181818,71.36363636,12.13636364,257.7727273,29.51545455,3.5,2019,8,27,8/27/2019,2019-08-27,0
2064,3,0,5,10,6,1,0,2,84.83333333,77.16666667,78.04166667,8.708333333,245.7916667,28.28541667,8.208333333,2019,8,28,8/28/2019,2019-08-28,0
2065,9,1,5,17,9,1,1,2,81.47826087,76.65217391,85.30434783,6.260869565,160.6956522,29.56086957,12.73913043,2019,8,29,8/29/2019,2019-08-29,0
2066,6,1,2,19,3,0,2,5,85.70833333,78.25,78.5,4.333333333,137.9583333,29.4875,5.833333333,2019,8,30,8/30/2019,2019-08-30,0
2067,4,4,2,14,5,1,3,4,87.2173913,77.47826087,73.82608696,5.130434783,183.0869565,23.03869565,7.217391304,2019,8,31,8/31/2019,2019-08-31,0
2068,2,3,5,17,8,1,5,4,85.125,77.04166667,77.54166667,7.791666667,283.2916667,29.4575,6.875,2019,9,1,9/1/2019,2019-09-01,0
2069,5,2,2,12,4,0,1,7,84.47619048,78.52380952,82.42857143,5.142857143,186.5714286,29.50142857,9.333333333,2019,9,2,9/2/2019,2019-09-02,0
2070,8,3,3,12,8,3,1,2,85.86956522,78.56521739,74.95652174,7.130434783,245.826087,29.49043478,9.217391304,2019,9,3,9/3/2019,2019-09-03,0
2071,2,0,2,29,7,0,3,3,86.91666667,78.16666667,75.16666667,10.54166667,256.0833333,29.465,4.833333333,2019,9,4,9/4/2019,2019-09-04,0
2072,7,8,2,14,1,0,1,8,86.79166667,78.33333333,75.79166667,9.708333333,250.5416667,24.55416667,5.458333333,2019,9,5,9/5/2019,2019-09-05,0
2073,1,2,1,28,7,0,0,1,87.75,79.0,75.25,9.166666667,257.2083333,29.4325,4.333333333,2019,9,6,9/6/2019,2019-09-06,0
2074,8,3,2,27,14,3,6,2,87.79166667,78.5,74.08333333,9.75,255.1666667,29.41541667,3.916666667,2019,9,7,9/7/2019,2019-09-07,0
2075,7,4,3,26,7,0,3,3,87.41666667,77.0,71.25,8.208333333,254.25,29.49,4.875,2019,9,8,9/8/2019,2019-09-08,0
2076,1,1,3,26,4,3,5,2,88.125,77.875,72.75,6.875,251.5,29.5025,4.5,2019,9,9,9/9/2019,2019-09-09,1
2077,8,4,3,13,13,0,1,1,87.59090909,77.63636364,72.45454545,9.772727273,244.6363636,29.50318182,4.590909091,2019,9,10,9/10/2019,2019-09-10,1
2078,2,4,3,42,5,0,5,2,87.66666667,76.33333333,69.54166667,11.16666667,256.125,29.55625,3.75,2019,9,11,9/11/2019,2019-09-11,0
2079,2,1,2,22,11,0,10,4,87.29166667,74.66666667,66.83333333,12.20833333,258.875,29.59,4.25,2019,9,12,9/12/2019,2019-09-12,0
2080,6,2,2,17,12,2,5,5,86.70833333,74.375,67.29166667,13.70833333,259.7916667,29.6075,4.083333333,2019,9,13,9/13/2019,2019-09-13,0
2081,9,5,3,24,12,0,2,10,86.66666667,75.29166667,69.45833333,13.58333333,262.6666667,29.615,5.041666667,2019,9,14,9/14/2019,2019-09-14,0
2082,5,5,2,23,4,0,2,5,85.95652174,74.82608696,69.73913043,13.56521739,263.2173913,29.63652174,5.739130435,2019,9,15,9/15/2019,2019-09-15,0
2083,9,2,3,22,5,1,0,2,85.58333333,74.75,70.83333333,14.83333333,262.625,29.59875,4.958333333,2019,9,16,9/16/2019,2019-09-16,0
2084,4,2,6,19,8,0,6,2,85.73913043,75.34782609,71.56521739,11.52173913,237.9130435,29.57913043,5.52173913,2019,9,17,9/17/2019,2019-09-17,0
2085,6,4,7,22,4,0,2,2,85.58333333,72.79166667,66.75,7.541666667,249.6666667,29.67,2.875,2019,9,18,9/18/2019,2019-09-18,0
2086,7,3,3,33,5,2,3,4,85.625,71.54166667,66.375,6.708333333,234.5,29.69125,4.333333333,2019,9,19,9/19/2019,2019-09-19,0
2087,5,3,2,51,3,0,1,3,88.29166667,69.16666667,59.08333333,7.708333333,258.0416667,29.63,4.5,2019,9,20,9/20/2019,2019-09-20,0
2088,10,5,1,44,3,0,6,4,90.54166667,69.16666667,52.41666667,6.875,158.7083333,29.59375,4.125,2019,9,21,9/21/2019,2019-09-21,0
2089,3,3,1,56,3,0,8,4,91.95652174,71.34782609,53.13043478,6.956521739,160.6086957,29.62086957,6.608695652,2019,9,22,9/22/2019,2019-09-22,0
2090,5,4,3,55,6,0,1,4,87.5,75.16666667,68.83333333,6.375,67.625,29.69,6.5,2019,9,23,9/23/2019,2019-09-23,0
